Day,Base_Demand,Tech_Trend_Multiplier,Geopolitical_Risk,Retail_Orders,MediaTek_Wafer_Orders
1254,107.87,1.41,0.146,152.0,218.0
1255,107.55,1.41,0.166,154.0,225.0
1256,107.23,1.41,0.074,151.0,194.0
1257,106.91,1.41,0.065,157.0,202.0
1258,106.59,1.41,0.084,148.0,189.0
1259,106.26,1.41,0.201,142.0,204.0
1260,105.93,1.41,0.276,144.0,206.0
1261,105.6,1.41,0.085,151.0,224.0
1262,105.27,1.41,0.06,145.0,178.0
1263,104.94,1.41,0.097,155.0,200.0
1264,104.61,1.41,0.362,142.0,210.0
1265,104.27,1.41,0.085,152.0,211.0
1266,103.93,1.41,0.188,145.0,208.0
1267,103.6,1.41,0.099,153.0,207.0
1268,103.26,1.41,0.093,148.0,203.0
1269,102.92,1.41,0.245,146.0,209.0
1270,102.57,1.41,0.289,148.0,225.0
1271,102.23,1.41,0.076,151.0,196.0
1272,101.89,1.41,0.034,144.0,185.0
1273,101.55,1.41,0.175,134.0,193.0
1274,101.2,1.41,0.148,149.0,221.0
1275,100.86,1.41,0.178,141.0,190.0
1276,100.52,1.41,0.077,155.0,210.0
1277,100.17,1.41,0.22,139.0,192.0
1278,99.83,1.42,0.094,139.0,193.0
1279,99.48,1.42,0.146,145.0,182.0
1280,99.14,1.42,0.362,144.0,210.0
1281,98.8,1.42,0.085,142.0,185.0
1282,98.45,1.42,0.098,137.0,181.0
1283,98.11,1.42,0.065,133.0,152.0
1284,97.77,1.42,0.101,135.0,203.0
1285,97.43,1.42,0.274,130.0,162.0
1286,97.08,1.42,0.346,148.0,222.0
1287,96.74,1.42,0.166,132.0,170.0
1288,96.4,1.42,0.15,135.0,173.0
1289,96.07,1.42,0.059,140.0,187.0
1290,95.73,1.42,0.111,136.0,191.0
1291,95.39,1.42,0.043,132.0,164.0
1292,95.06,1.42,0.229,134.0,179.0
1293,94.73,1.42,0.053,131.0,161.0
1294,94.4,1.42,0.087,133.0,180.0
1295,94.07,1.42,0.044,135.0,168.0
1296,93.74,1.42,0.104,128.0,186.0
1297,93.41,1.42,0.132,138.0,177.0
1298,93.09,1.42,0.214,132.0,192.0
1299,92.77,1.42,0.111,129.0,190.0
1300,92.45,1.42,0.058,130.0,173.0
1301,92.13,1.42,0.329,137.0,182.0
1302,91.81,1.42,0.26,134.0,196.0
1303,91.5,1.42,0.168,131.0,179.0
1304,91.19,1.42,0.148,126.0,173.0
1305,90.88,1.42,0.364,132.0,211.0
1306,90.58,1.42,0.107,129.0,175.0
1307,90.27,1.42,0.13,137.0,192.0
1308,89.98,1.42,0.22,128.0,173.0
1309,89.68,1.42,0.146,136.0,184.0
1310,89.39,1.42,0.105,128.0,184.0
1311,89.1,1.42,0.214,121.0,172.0
1312,88.81,1.42,0.253,143.0,206.0
1313,88.52,1.42,0.079,119.0,169.0
1314,88.24,1.42,0.157,116.0,176.0
1315,87.97,1.42,0.337,115.0,157.0
1316,87.69,1.42,0.218,138.0,190.0
1317,87.42,1.42,0.163,135.0,201.0
1318,87.16,1.42,0.192,125.0,194.0
1319,86.9,1.42,0.055,126.0,164.0
1320,86.64,1.42,0.138,125.0,173.0
1321,86.38,1.42,0.079,114.0,156.0
1322,86.13,1.42,0.177,130.0,183.0
1323,85.89,1.42,0.349,129.0,192.0
1324,85.65,1.42,0.072,116.0,168.0
1325,85.41,1.42,0.14,123.0,151.0
1326,85.18,1.42,0.091,121.0,156.0
1327,84.95,1.42,0.073,120.0,167.0
1328,84.72,1.42,0.198,117.0,159.0
1329,84.5,1.42,0.061,120.0,162.0
1330,84.29,1.42,0.215,117.0,176.0
1331,84.08,1.42,0.214,125.0,192.0
1332,83.87,1.42,0.105,119.0,164.0
1333,83.67,1.42,0.162,116.0,175.0
1334,83.47,1.43,0.489,119.0,185.0
1335,83.28,1.43,0.017,118.0,151.0
1336,83.1,1.43,0.127,118.0,145.0
1337,82.91,1.43,0.332,122.0,168.0
1338,82.74,1.43,0.203,117.0,163.0
1339,82.57,1.43,0.197,115.0,161.0
1340,82.4,1.43,0.337,111.0,165.0
1341,82.24,1.43,0.266,117.0,186.0
1342,82.08,1.43,0.19,123.0,180.0
1343,81.93,1.43,0.229,116.0,172.0
1344,81.79,1.43,0.076,114.0,171.0
1345,81.65,1.43,0.132,113.0,150.0
1346,81.51,1.43,0.319,108.0,152.0
1347,81.39,1.43,0.322,122.0,191.0
1348,81.26,1.43,0.178,118.0,169.0
1349,81.14,1.43,0.131,120.0,163.0
1350,81.03,1.43,0.077,117.0,156.0
1351,80.93,1.43,0.227,112.0,156.0
1352,80.83,1.43,0.017,114.0,148.0
1353,80.73,1.43,0.085,113.0,151.0
1354,80.64,1.43,0.195,113.0,155.0
1355,80.56,1.43,0.192,113.0,163.0
1356,80.48,1.43,0.133,121.0,172.0
1357,80.41,1.43,0.228,125.0,171.0
1358,80.34,1.43,0.186,110.0,163.0
1359,80.28,1.43,0.398,114.0,158.0
1360,80.23,1.43,0.127,116.0,163.0
1361,80.18,1.43,0.067,110.0,152.0
1362,80.13,1.43,0.185,115.0,159.0
1363,80.1,1.43,0.066,116.0,156.0
1364,80.07,1.43,0.052,114.0,149.0
1365,80.04,1.43,0.114,118.0,155.0
1366,80.02,1.43,0.062,114.0,152.0
1367,80.01,1.43,0.187,100.0,134.0
1368,80.0,1.43,0.072,110.0,158.0
1369,80.0,1.43,0.145,122.0,146.0
1370,80.0,1.43,0.07,117.0,155.0
1371,80.01,1.43,0.047,100.0,114.0
1372,80.03,1.43,0.223,107.0,140.0
1373,80.05,1.43,0.314,118.0,166.0
1374,80.08,1.43,0.22,112.0,171.0
1375,80.12,1.43,0.051,101.0,146.0
1376,80.16,1.43,0.449,120.0,184.0
1377,80.2,1.43,0.091,118.0,160.0
1378,80.25,1.43,0.106,111.0,160.0
1379,80.31,1.43,0.356,121.0,191.0
1380,80.37,1.43,0.19,111.0,149.0
1381,80.44,1.43,0.127,112.0,160.0
1382,80.52,1.43,0.124,113.0,144.0
1383,80.6,1.43,0.263,106.0,148.0
1384,80.69,1.43,0.124,118.0,166.0
1385,80.78,1.43,0.124,118.0,155.0
1386,80.88,1.43,0.096,114.0,150.0
1387,80.98,1.43,0.081,120.0,144.0
1388,81.09,1.43,0.13,108.0,152.0
1389,81.2,1.43,0.293,120.0,165.0
1390,81.32,1.43,0.041,118.0,148.0
1391,81.45,1.43,0.138,113.0,169.0
1392,81.58,1.43,0.091,119.0,153.0
1393,81.72,1.43,0.117,113.0,161.0
1394,81.86,1.43,0.108,123.0,177.0
1395,82.01,1.43,0.124,120.0,173.0
1396,82.16,1.44,0.311,120.0,172.0
1397,82.32,1.44,0.088,116.0,151.0
1398,82.48,1.44,0.279,122.0,167.0
1399,82.65,1.44,0.178,125.0,156.0
1400,82.82,1.44,0.385,127.0,197.0
1401,83.0,1.44,0.045,116.0,161.0
1402,83.19,1.44,0.036,124.0,168.0
1403,83.38,1.44,0.122,127.0,144.0
1404,83.57,1.44,0.17,119.0,163.0
1405,83.77,1.44,0.28,127.0,190.0
1406,83.97,1.44,0.076,121.0,175.0
1407,84.18,1.44,0.023,116.0,155.0
1408,84.39,1.44,0.433,118.0,180.0
1409,84.61,1.44,0.119,114.0,149.0
1410,84.83,1.44,0.254,122.0,177.0
1411,85.06,1.44,0.061,121.0,159.0
1412,85.29,1.44,0.12,124.0,161.0
1413,85.53,1.44,0.046,130.0,160.0
1414,85.77,1.44,0.423,123.0,177.0
1415,86.01,1.44,0.107,122.0,169.0
1416,86.26,1.44,0.035,123.0,148.0
1417,86.51,1.44,0.33,115.0,166.0
1418,86.77,1.44,0.125,128.0,188.0
1419,87.03,1.44,0.407,124.0,173.0
1420,87.29,1.44,0.152,126.0,178.0
1421,87.56,1.44,0.133,125.0,176.0
1422,87.83,1.44,0.281,127.0,180.0
1423,88.11,1.44,0.074,120.0,167.0
1424,88.38,1.44,0.117,127.0,171.0
1425,88.67,1.44,0.18,125.0,181.0
1426,88.95,1.44,0.225,128.0,170.0
1427,89.24,1.44,0.157,123.0,189.0
1428,89.53,1.44,0.026,131.0,187.0
1429,89.83,1.44,0.145,129.0,155.0
1430,90.12,1.44,0.116,123.0,179.0
1431,90.43,1.44,0.151,135.0,180.0
1432,90.73,1.44,0.14,128.0,190.0
1433,91.04,1.44,0.141,129.0,187.0
1434,91.34,1.44,0.171,136.0,177.0
1435,91.66,1.44,0.267,137.0,203.0
1436,91.97,1.44,0.067,130.0,167.0
1437,92.29,1.44,0.114,134.0,187.0
1438,92.61,1.44,0.07,137.0,183.0
1439,92.93,1.44,0.099,140.0,182.0
1440,93.25,1.44,0.154,135.0,172.0
1441,93.57,1.44,0.059,137.0,185.0
1442,93.9,1.44,0.171,131.0,186.0
1443,94.23,1.44,0.165,128.0,176.0
1444,94.56,1.44,0.066,139.0,178.0
1445,94.89,1.44,0.1,133.0,174.0
1446,95.23,1.44,0.022,133.0,163.0
1447,95.56,1.44,0.08,141.0,196.0
1448,95.9,1.44,0.107,138.0,165.0
1449,96.24,1.44,0.093,140.0,198.0
1450,96.57,1.44,0.028,133.0,174.0
1451,96.91,1.44,0.058,135.0,185.0
1452,97.25,1.44,0.132,148.0,209.0
1453,97.6,1.44,0.309,138.0,201.0
1454,97.94,1.44,0.213,140.0,193.0
1455,98.28,1.44,0.161,143.0,209.0
1456,98.62,1.44,0.202,137.0,175.0
1457,98.97,1.44,0.349,150.0,234.0
1458,99.31,1.44,0.051,143.0,179.0
1459,99.66,1.44,0.324,143.0,205.0
1460,100.0,1.44,0.186,150.0,223.0
1461,100.34,1.44,0.286,149.0,238.0
1462,100.69,1.44,0.058,155.0,208.0
1463,101.03,1.44,0.117,144.0,182.0
1464,101.38,1.44,0.246,157.0,233.0
1465,101.72,1.44,0.127,150.0,204.0
1466,102.06,1.44,0.098,156.0,200.0
1467,102.4,1.45,0.358,153.0,228.0
1468,102.75,1.45,0.144,145.0,186.0
1469,103.09,1.45,0.148,145.0,201.0
1470,103.43,1.45,0.304,140.0,195.0
1471,103.76,1.45,0.322,140.0,185.0
1472,104.1,1.45,0.061,147.0,180.0
1473,104.44,1.45,0.146,157.0,210.0
1474,104.77,1.45,0.223,149.0,215.0
1475,105.11,1.45,0.354,149.0,232.0
1476,105.44,1.45,0.069,156.0,222.0
1477,105.77,1.45,0.24,149.0,196.0
1478,106.1,1.45,0.127,163.0,220.0
1479,106.43,1.45,0.318,153.0,217.0
1480,106.75,1.45,0.073,159.0,212.0
1481,107.07,1.45,0.33,154.0,240.0
1482,107.39,1.45,0.192,156.0,219.0
1483,107.71,1.45,0.119,162.0,228.0
1484,108.03,1.45,0.039,157.0,230.0
1485,108.34,1.45,0.193,164.0,214.0
1486,108.66,1.45,0.149,153.0,206.0
1487,108.96,1.45,0.026,151.0,204.0
1488,109.27,1.45,0.333,149.0,222.0
1489,109.57,1.45,0.113,165.0,234.0
1490,109.88,1.45,0.299,164.0,233.0
1491,110.17,1.45,0.208,158.0,224.0
1492,110.47,1.45,0.357,161.0,231.0
1493,110.76,1.45,0.011,166.0,227.0
1494,111.05,1.45,0.177,160.0,222.0
1495,111.33,1.45,0.403,152.0,243.0
1496,111.62,1.45,0.073,153.0,219.0
1497,111.89,1.45,0.167,157.0,204.0
1498,112.17,1.45,0.045,163.0,231.0
1499,112.44,1.45,0.413,158.0,248.0
1500,112.71,1.45,0.125,169.0,228.0
1501,112.97,1.45,0.194,157.0,228.0
1502,113.23,1.45,0.128,161.0,214.0
1503,113.49,1.45,0.282,155.0,238.0
1504,113.74,1.45,0.105,163.0,221.0
1505,113.99,1.45,0.098,165.0,232.0
1506,114.23,1.45,0.151,171.0,229.0
1507,114.47,1.45,0.033,167.0,222.0
1508,114.71,1.45,0.02,170.0,232.0
1509,114.94,1.45,0.198,172.0,243.0
1510,115.17,1.45,0.026,169.0,228.0
1511,115.39,1.45,0.117,163.0,214.0
1512,115.61,1.45,0.071,170.0,230.0
1513,115.82,1.45,0.138,175.0,233.0
1514,116.03,1.45,0.253,167.0,238.0
1515,116.23,1.45,0.253,171.0,240.0
1516,116.43,1.45,0.143,172.0,233.0
1517,116.62,1.45,0.173,167.0,215.0
1518,116.81,1.45,0.257,174.0,249.0
1519,117.0,1.45,0.185,168.0,233.0
1520,117.18,1.45,0.089,172.0,217.0
1521,117.35,1.45,0.028,169.0,226.0
1522,117.52,1.45,0.263,171.0,253.0
1523,117.68,1.45,0.429,176.0,269.0
1524,117.84,1.45,0.1,161.0,226.0
1525,117.99,1.45,0.12,174.0,232.0
1526,118.14,1.45,0.02,175.0,227.0
1527,118.28,1.45,0.113,169.0,230.0
1528,118.42,1.45,0.13,172.0,236.0
1529,118.55,1.45,0.085,167.0,201.0
1530,118.68,1.45,0.076,168.0,216.0
1531,118.8,1.45,0.154,174.0,250.0
1532,118.91,1.45,0.143,186.0,247.0
1533,119.02,1.45,0.083,176.0,234.0
1534,119.12,1.45,0.269,169.0,242.0
1535,119.22,1.45,0.009,177.0,218.0
1536,119.31,1.45,0.24,176.0,266.0
1537,119.4,1.45,0.082,165.0,221.0
1538,119.48,1.45,0.131,172.0,226.0
1539,119.56,1.45,0.201,173.0,249.0
1540,119.63,1.45,0.17,175.0,239.0
1541,119.69,1.45,0.102,174.0,235.0
1542,119.75,1.45,0.091,175.0,249.0
1543,119.8,1.45,0.134,170.0,226.0
1544,119.84,1.45,0.279,173.0,260.0
1545,119.88,1.45,0.179,173.0,237.0
1546,119.92,1.45,0.073,180.0,242.0
1547,119.95,1.45,0.363,171.0,256.0
1548,119.97,1.45,0.036,173.0,225.0
1549,119.99,1.45,0.306,173.0,241.0
1550,120.0,1.45,0.218,183.0,262.0
1551,120.0,1.46,0.041,178.0,246.0
1552,120.0,1.46,0.268,170.0,250.0
1553,119.99,1.46,0.225,177.0,255.0
1554,119.98,1.46,0.205,170.0,233.0
1555,119.96,1.46,0.073,176.0,242.0
1556,119.93,1.46,0.137,181.0,252.0
1557,119.9,1.46,0.103,165.0,231.0
1558,119.87,1.46,0.196,169.0,238.0
1559,119.82,1.46,0.061,175.0,239.0
1560,119.77,1.46,0.377,172.0,252.0
1561,119.72,1.46,0.167,175.0,250.0
1562,119.66,1.46,0.117,174.0,224.0
1563,119.59,1.46,0.205,166.0,229.0
1564,119.52,1.46,0.344,177.0,254.0
1565,119.44,1.46,0.094,167.0,260.0
1566,119.36,1.46,0.279,175.0,258.0
1567,119.27,1.46,0.164,171.0,226.0
1568,119.17,1.46,0.128,186.0,240.0
1569,119.07,1.46,0.016,173.0,209.0
1570,118.97,1.46,0.173,175.0,231.0
1571,118.86,1.46,0.225,176.0,240.0
1572,118.74,1.46,0.291,175.0,243.0
1573,118.61,1.46,0.242,173.0,241.0
1574,118.49,1.46,0.139,168.0,238.0
1575,118.35,1.46,0.079,172.0,228.0
1576,118.21,1.46,0.018,163.0,220.0
1577,118.07,1.46,0.256,175.0,239.0
1578,117.92,1.46,0.214,187.0,259.0
1579,117.76,1.46,0.145,173.0,227.0
1580,117.6,1.46,0.071,173.0,236.0
1581,117.43,1.46,0.032,163.0,213.0
1582,117.26,1.46,0.347,167.0,264.0
1583,117.09,1.46,0.342,175.0,251.0
1584,116.9,1.46,0.457,163.0,239.0
1585,116.72,1.46,0.368,167.0,250.0
1586,116.53,1.46,0.136,173.0,235.0
1587,116.33,1.46,0.058,174.0,236.0
1588,116.13,1.46,0.12,169.0,229.0
1589,115.92,1.46,0.071,170.0,225.0
1590,115.71,1.46,0.086,169.0,221.0
1591,115.5,1.46,0.208,162.0,225.0
1592,115.28,1.46,0.071,168.0,209.0
1593,115.05,1.46,0.173,169.0,246.0
1594,114.82,1.46,0.049,167.0,234.0
1595,114.59,1.46,0.167,158.0,227.0
1596,114.35,1.46,0.139,175.0,234.0
1597,114.11,1.46,0.376,161.0,233.0
1598,113.87,1.46,0.051,167.0,226.0
1599,113.62,1.46,0.108,167.0,217.0
1600,113.36,1.46,0.11,163.0,233.0
1601,113.1,1.46,0.282,166.0,216.0
1602,112.84,1.46,0.118,161.0,214.0
1603,112.58,1.46,0.204,175.0,235.0
1604,112.31,1.46,0.169,163.0,238.0
1605,112.03,1.46,0.055,168.0,234.0
1606,111.76,1.46,0.074,158.0,217.0
1607,111.48,1.46,0.237,166.0,255.0
1608,111.19,1.46,0.195,159.0,222.0
1609,110.9,1.46,0.111,155.0,216.0
1610,110.61,1.46,0.026,156.0,189.0
1611,110.32,1.46,0.067,157.0,206.0
1612,110.02,1.46,0.165,161.0,224.0
1613,109.73,1.46,0.077,175.0,225.0
1614,109.42,1.46,0.395,174.0,262.0
1615,109.12,1.46,0.509,158.0,226.0
1616,108.81,1.46,0.124,164.0,228.0
1617,108.5,1.46,0.237,152.0,212.0
1618,108.19,1.46,0.188,148.0,198.0
1619,107.87,1.46,0.268,158.0,234.0
1620,107.55,1.46,0.476,160.0,261.0
1621,107.23,1.46,0.192,161.0,233.0
1622,106.91,1.46,0.007,162.0,203.0
1623,106.59,1.46,0.17,154.0,220.0
1624,106.26,1.46,0.32,156.0,225.0
1625,105.93,1.46,0.029,159.0,220.0
1626,105.6,1.46,0.383,160.0,241.0
1627,105.27,1.46,0.378,149.0,208.0
1628,104.94,1.46,0.285,155.0,220.0
1629,104.61,1.46,0.044,156.0,198.0
1630,104.27,1.46,0.13,153.0,201.0
1631,103.93,1.46,0.082,149.0,196.0
1632,103.6,1.46,0.14,152.0,210.0
1633,103.26,1.46,0.071,154.0,214.0
1634,102.92,1.46,0.322,147.0,209.0
1635,102.57,1.46,0.115,144.0,208.0
1636,102.23,1.46,0.105,160.0,199.0
1637,101.89,1.46,0.121,150.0,196.0
1638,101.55,1.46,0.086,153.0,226.0
1639,101.2,1.46,0.151,149.0,194.0
1640,100.86,1.46,0.024,153.0,213.0
1641,100.52,1.46,0.174,147.0,204.0
1642,100.17,1.46,0.063,150.0,198.0
1643,99.83,1.46,0.263,141.0,211.0
1644,99.48,1.46,0.276,137.0,205.0
1645,99.14,1.46,0.274,143.0,218.0
1646,98.8,1.46,0.204,137.0,190.0
1647,98.45,1.46,0.162,134.0,186.0
1648,98.11,1.46,0.285,145.0,207.0
1649,97.77,1.46,0.21,134.0,178.0
1650,97.43,1.46,0.209,147.0,209.0
1651,97.08,1.46,0.252,149.0,211.0
1652,96.74,1.46,0.305,134.0,177.0
1653,96.4,1.46,0.407,143.0,226.0
1654,96.07,1.46,0.037,150.0,199.0
1655,95.73,1.46,0.229,138.0,188.0
1656,95.39,1.46,0.068,143.0,194.0
1657,95.06,1.46,0.159,151.0,203.0
1658,94.73,1.46,0.068,130.0,176.0
1659,94.4,1.46,0.115,133.0,195.0
1660,94.07,1.46,0.044,141.0,190.0
1661,93.74,1.46,0.291,148.0,209.0
1662,93.41,1.46,0.212,133.0,177.0
1663,93.09,1.47,0.382,149.0,214.0
1664,92.77,1.47,0.292,137.0,206.0
1665,92.45,1.47,0.042,126.0,165.0
1666,92.13,1.47,0.346,143.0,216.0
1667,91.81,1.47,0.079,132.0,174.0
1668,91.5,1.47,0.188,136.0,181.0
1669,91.19,1.47,0.057,125.0,172.0
1670,90.88,1.47,0.364,129.0,184.0
1671,90.58,1.47,0.071,125.0,163.0
1672,90.27,1.47,0.101,124.0,156.0
1673,89.98,1.47,0.331,132.0,185.0
1674,89.68,1.47,0.126,134.0,192.0
1675,89.39,1.47,0.382,128.0,202.0
1676,89.1,1.47,0.155,123.0,181.0
1677,88.81,1.47,0.114,124.0,179.0
1678,88.52,1.47,0.024,132.0,169.0
1679,88.24,1.47,0.251,130.0,192.0
1680,87.97,1.47,0.365,131.0,205.0
1681,87.69,1.47,0.193,136.0,182.0
1682,87.42,1.47,0.428,131.0,200.0
1683,87.16,1.47,0.099,130.0,174.0
1684,86.9,1.47,0.239,139.0,179.0
1685,86.64,1.47,0.124,126.0,174.0
1686,86.38,1.47,0.405,139.0,201.0
1687,86.13,1.47,0.125,133.0,192.0
1688,85.89,1.47,0.178,124.0,165.0
1689,85.65,1.47,0.271,130.0,189.0
1690,85.41,1.47,0.307,124.0,182.0
1691,85.18,1.47,0.4,118.0,159.0
1692,84.95,1.47,0.031,125.0,161.0
1693,84.72,1.47,0.299,117.0,173.0
1694,84.5,1.47,0.151,125.0,182.0
1695,84.29,1.47,0.176,128.0,177.0
1696,84.08,1.47,0.169,122.0,178.0
1697,83.87,1.47,0.055,124.0,170.0
1698,83.67,1.47,0.207,124.0,180.0
1699,83.47,1.47,0.089,127.0,177.0
1700,83.28,1.47,0.054,123.0,160.0
1701,83.1,1.47,0.245,120.0,161.0
1702,82.91,1.47,0.247,126.0,195.0
1703,82.74,1.47,0.289,122.0,184.0
1704,82.57,1.47,0.131,111.0,150.0
1705,82.4,1.47,0.378,119.0,184.0
1706,82.24,1.47,0.124,118.0,165.0
1707,82.08,1.47,0.357,121.0,171.0
1708,81.93,1.47,0.305,120.0,172.0
1709,81.79,1.47,0.105,110.0,162.0
1710,81.65,1.47,0.121,112.0,153.0
1711,81.51,1.47,0.17,115.0,163.0
1712,81.39,1.47,0.434,120.0,194.0
1713,81.26,1.47,0.106,125.0,169.0
1714,81.14,1.47,0.2,111.0,146.0
1715,81.03,1.47,0.172,116.0,161.0
1716,80.93,1.47,0.128,119.0,156.0
1717,80.83,1.47,0.371,114.0,155.0
1718,80.73,1.47,0.117,119.0,170.0
1719,80.64,1.47,0.166,122.0,166.0
1720,80.56,1.47,0.188,115.0,130.0
1721,80.48,1.47,0.271,120.0,175.0
1722,80.41,1.47,0.174,118.0,166.0
1723,80.34,1.47,0.103,112.0,171.0
1724,80.28,1.47,0.343,117.0,172.0
1725,80.23,1.47,0.005,120.0,167.0
1726,80.18,1.47,0.132,125.0,177.0
1727,80.13,1.47,0.137,126.0,166.0
1728,80.1,1.47,0.287,115.0,169.0
1729,80.07,1.47,0.107,114.0,153.0
1730,80.04,1.47,0.246,118.0,161.0
1731,80.02,1.47,0.154,115.0,153.0
1732,80.01,1.47,0.208,124.0,167.0
1733,80.0,1.47,0.281,118.0,170.0
1734,80.0,1.47,0.219,118.0,166.0
1735,80.0,1.47,0.276,121.0,168.0
1736,80.01,1.47,0.194,118.0,163.0
1737,80.03,1.47,0.097,119.0,142.0
1738,80.05,1.47,0.074,119.0,149.0
1739,80.08,1.47,0.239,117.0,163.0
1740,80.12,1.47,0.081,113.0,169.0
1741,80.16,1.47,0.022,127.0,172.0
1742,80.2,1.47,0.427,113.0,162.0
1743,80.25,1.47,0.408,126.0,206.0
1744,80.31,1.47,0.072,120.0,160.0
1745,80.37,1.47,0.121,115.0,145.0
1746,80.44,1.47,0.09,121.0,162.0
1747,80.52,1.47,0.224,122.0,183.0
1748,80.6,1.47,0.093,127.0,160.0
1749,80.69,1.47,0.108,112.0,141.0
1750,80.78,1.47,0.256,118.0,187.0
1751,80.88,1.47,0.052,126.0,170.0
1752,80.98,1.47,0.193,123.0,167.0
1753,81.09,1.47,0.052,122.0,160.0
1754,81.2,1.47,0.084,127.0,173.0
1755,81.32,1.47,0.044,119.0,155.0
1756,81.45,1.47,0.136,108.0,161.0
1757,81.58,1.47,0.192,118.0,166.0
1758,81.72,1.47,0.015,130.0,177.0
1759,81.86,1.47,0.139,122.0,168.0
1760,82.01,1.47,0.043,116.0,153.0
1761,82.16,1.47,0.457,128.0,204.0
1762,82.32,1.47,0.284,125.0,190.0
1763,82.48,1.47,0.158,122.0,152.0
1764,82.65,1.47,0.295,124.0,180.0
1765,82.82,1.47,0.116,117.0,179.0
1766,83.0,1.47,0.246,120.0,167.0
1767,83.19,1.47,0.073,122.0,168.0
1768,83.38,1.47,0.14,128.0,188.0
1769,83.57,1.47,0.076,120.0,150.0
1770,83.77,1.47,0.555,123.0,190.0
1771,83.97,1.47,0.018,131.0,155.0
1772,84.18,1.47,0.033,136.0,181.0
1773,84.39,1.47,0.083,120.0,165.0
1774,84.61,1.47,0.249,125.0,185.0
1775,84.83,1.47,0.13,117.0,176.0
1776,85.06,1.47,0.097,125.0,169.0
1777,85.29,1.47,0.24,124.0,165.0
1778,85.53,1.47,0.506,132.0,196.0
1779,85.77,1.47,0.105,120.0,155.0
1780,86.01,1.47,0.217,120.0,171.0
1781,86.26,1.47,0.231,135.0,214.0
1782,86.51,1.47,0.086,124.0,166.0
1783,86.77,1.47,0.044,129.0,184.0
1784,87.03,1.47,0.087,130.0,173.0
1785,87.29,1.47,0.204,125.0,163.0
1786,87.56,1.47,0.159,125.0,164.0
1787,87.83,1.47,0.125,135.0,176.0
1788,88.11,1.47,0.076,133.0,177.0
1789,88.38,1.47,0.088,130.0,179.0
1790,88.67,1.47,0.187,130.0,174.0
1791,88.95,1.47,0.143,133.0,190.0
1792,89.24,1.47,0.126,133.0,192.0
1793,89.53,1.47,0.006,138.0,177.0
1794,89.83,1.47,0.102,132.0,188.0
1795,90.12,1.47,0.29,135.0,176.0
1796,90.43,1.47,0.295,137.0,174.0
1797,90.73,1.47,0.213,137.0,201.0
1798,91.04,1.47,0.244,141.0,197.0
1799,91.34,1.47,0.133,134.0,206.0
1800,91.66,1.47,0.28,132.0,189.0
1801,91.97,1.47,0.074,134.0,169.0
1802,92.29,1.47,0.289,139.0,218.0
1803,92.61,1.47,0.103,136.0,190.0
1804,92.93,1.47,0.205,148.0,223.0
1805,93.25,1.47,0.225,137.0,188.0
1806,93.57,1.47,0.148,133.0,186.0
1807,93.9,1.47,0.015,140.0,174.0
1808,94.23,1.47,0.403,146.0,202.0
1809,94.56,1.47,0.237,135.0,199.0
1810,94.89,1.47,0.17,136.0,183.0
1811,95.23,1.47,0.209,139.0,186.0
1812,95.56,1.47,0.039,137.0,168.0
1813,95.9,1.47,0.087,134.0,182.0
1814,96.24,1.47,0.273,134.0,193.0
1815,96.57,1.47,0.363,143.0,208.0
1816,96.91,1.47,0.076,146.0,189.0
1817,97.25,1.47,0.177,140.0,202.0
1818,97.6,1.47,0.155,143.0,173.0
1819,97.94,1.47,0.254,145.0,213.0
1820,98.28,1.47,0.122,139.0,194.0
1821,98.62,1.47,0.233,150.0,200.0
1822,98.97,1.47,0.267,147.0,191.0
1823,99.31,1.47,0.114,149.0,208.0
1824,99.66,1.47,0.207,150.0,199.0
1825,100.0,1.47,0.078,159.0,229.0
1826,100.34,1.47,0.293,143.0,228.0
1827,100.69,1.47,0.044,144.0,194.0
1828,101.03,1.47,0.289,157.0,226.0
1829,101.38,1.47,0.298,153.0,219.0
1830,101.72,1.47,0.21,150.0,194.0
1831,102.06,1.47,0.18,148.0,203.0
1832,102.4,1.47,0.1,150.0,197.0
1833,102.75,1.47,0.258,150.0,208.0
1834,103.09,1.47,0.029,144.0,194.0
1835,103.43,1.47,0.114,157.0,215.0
1836,103.76,1.47,0.201,143.0,208.0
1837,104.1,1.47,0.12,149.0,198.0
1838,104.44,1.47,0.107,152.0,211.0
1839,104.77,1.47,0.139,165.0,226.0
1840,105.11,1.47,0.155,154.0,219.0
1841,105.44,1.47,0.038,157.0,206.0
1842,105.77,1.47,0.139,151.0,225.0
1843,106.1,1.47,0.209,161.0,201.0
1844,106.43,1.47,0.222,172.0,248.0
1845,106.75,1.47,0.258,160.0,237.0
1846,107.07,1.47,0.199,156.0,206.0
1847,107.39,1.47,0.016,148.0,212.0
1848,107.71,1.47,0.438,162.0,247.0
1849,108.03,1.47,0.215,154.0,216.0
1850,108.34,1.47,0.103,156.0,214.0
1851,108.66,1.47,0.125,165.0,233.0
1852,108.96,1.47,0.182,158.0,221.0
1853,109.27,1.47,0.076,161.0,216.0
1854,109.57,1.47,0.065,165.0,228.0
1855,109.88,1.47,0.135,158.0,226.0
1856,110.17,1.47,0.459,156.0,242.0
1857,110.47,1.47,0.267,165.0,221.0
1858,110.76,1.47,0.072,167.0,213.0
1859,111.05,1.47,0.006,161.0,220.0
